date,Value
2024-01-01 17:45:00,1274.272306
2024-01-01 18:00:00,1303.301945
2024-01-01 18:15:00,1347.310409
2024-01-01 18:30:00,1344.126563
2024-01-01 18:45:00,1410.101107
2024-01-01 19:00:00,1435.372835
2024-01-01 19:15:00,1446.5288
2024-01-01 19:30:00,1450.368709
2024-01-01 19:45:00,1415.714388
2024-01-01 20:00:00,1385.445662
2024-01-01 20:15:00,1375.669116
2024-01-01 20:30:00,1375.143278
2024-01-01 20:45:00,1446.824658
2024-01-01 21:00:00,1369.399316
2024-01-01 21:15:00,1340.484814
2024-01-01 21:30:00,1322.72535
2024-01-01 21:45:00,1349.821501
2024-01-01 22:00:00,1296.570809
2024-01-01 22:15:00,1297.847624
2024-01-01 22:30:00,1349.470337
2024-01-01 22:45:00,1368.927889
2024-01-01 23:00:00,1290.093734
2024-01-01 23:15:00,1267.634017
2024-01-01 23:30:00,1273.339152
2024-01-01 23:45:00,1303.59908
2024-01-02 00:00:00,1303.59908
2024-01-02 00:15:00,1284.383358
2024-01-02 00:30:00,1245.379061
2024-01-02 00:45:00,1252.926123
2024-01-02 01:00:00,1294.511377
2024-01-02 01:15:00,1298.60494
2024-01-02 01:30:00,1245.849422
2024-01-02 01:45:00,1261.687598
2024-01-02 02:00:00,1306.80988
2024-01-02 02:15:00,1315.321191
2024-01-02 02:30:00,1216.55446
2024-01-02 02:45:00,1249.960848
2024-01-02 03:00:00,1274.899373
2024-01-02 03:15:00,1273.157275
2024-01-02 03:30:00,1244.345125
2024-01-02 03:45:00,1224.492358
2024-01-02 04:00:00,1284.263314
2024-01-02 04:15:00,1290.939559
2024-01-02 04:30:00,1273.764054
2024-01-02 04:45:00,1260.186955
2024-01-02 05:00:00,1280.689697
2024-01-02 05:15:00,1368.175171
2024-01-02 05:30:00,1303.892407
2024-01-02 05:45:00,1241.443172
2024-01-02 06:00:00,1297.539242
2024-01-02 06:15:00,1342.022534
2024-01-02 06:30:00,1374.054484
2024-01-02 06:45:00,1375.762451
2024-01-02 07:00:00,1475.013843
2024-01-02 07:15:00,1513.421257
2024-01-02 07:30:00,1516.652498
2024-01-02 07:45:00,1505.39703
2024-01-02 08:00:00,1593.786743
2024-01-02 08:15:00,1582.213232
2024-01-02 08:30:00,1527.536849
2024-01-02 08:45:00,1488.492269
2024-01-02 09:00:00,1506.81429
2024-01-02 09:15:00,1457.544548
2024-01-02 09:30:00,1459.408447
2024-01-02 09:45:00,1462.297689
2024-01-02 10:00:00,1443.944287
2024-01-02 10:15:00,1376.855469
2024-01-02 10:30:00,1345.445475
2024-01-02 10:45:00,1390.034521
2024-01-02 11:00:00,1395.06145
2024-01-02 11:15:00,1385.745744
2024-01-02 11:30:00,1390.747624
2024-01-02 11:45:00,1381.286011
2024-01-02 12:00:00,1418.999227
2024-01-02 12:15:00,1460.245549
2024-01-02 12:30:00,1452.086027
2024-01-02 12:45:00,1419.588664
2024-01-02 13:00:00,1416.208325
2024-01-02 13:15:00,1364.042757
2024-01-02 13:30:00,1417.649341
2024-01-02 13:45:00,1327.347819
2024-01-02 14:00:00,1288.355135
2024-01-02 14:15:00,1296.251506
2024-01-02 14:30:00,1321.249414
2024-01-02 14:45:00,1312.328638
2024-01-02 15:00:00,1331.157861
2024-01-02 15:15:00,1360.722257
2024-01-02 15:30:00,1340.532747
2024-01-02 15:45:00,1404.109416
2024-01-02 16:00:00,1377.617627
2024-01-02 16:15:00,1438.767594
2024-01-02 16:30:00,1445.675928
2024-01-02 16:45:00,1476.584025
2024-01-02 17:00:00,1519.756673
2024-01-02 17:15:00,1501.094613
2024-01-02 17:30:00,1537.474268
2024-01-02 17:45:00,1553.47487
2024-01-02 18:00:00,1617.146248
2024-01-02 18:15:00,1606.602661
2024-01-02 18:30:00,1584.199805
2024-01-02 18:45:00,1574.614193
2024-01-02 19:00:00,1564.403752
2024-01-02 19:15:00,1567.490617
2024-01-02 19:30:00,1524.608073
2024-01-02 19:45:00,1473.549382
2024-01-02 20:00:00,1487.838981
2024-01-02 20:15:00,1459.694759
2024-01-02 20:30:00,1495.822363
2024-01-02 20:45:00,1402.030282
2024-01-02 21:00:00,1461.688631
2024-01-02 21:15:00,1439.791642
2024-01-02 21:30:00,1404.90848
2024-01-02 21:45:00,1364.781047
2024-01-02 22:00:00,1377.554826
2024-01-02 22:15:00,1344.987793
2024-01-02 22:30:00,1404.096102
2024-01-02 22:45:00,1342.865186
2024-01-02 23:00:00,1334.671143
2024-01-02 23:15:00,1317.770247
2024-01-02 23:30:00,1358.454093
2024-01-02 23:45:00,1332.347176
2024-01-03 00:00:00,1286.563322
2024-01-03 00:15:00,1274.009123
2024-01-03 00:30:00,1299.191553
2024-01-03 00:45:00,1287.301587
2024-01-03 01:00:00,1340.235303
2024-01-03 01:15:00,1290.38217
2024-01-03 01:30:00,1236.088444
2024-01-03 01:45:00,1257.955688
2024-01-03 02:00:00,1334.225936
2024-01-03 02:15:00,1297.386353
2024-01-03 02:30:00,1283.399048
2024-01-03 02:45:00,1248.508464
2024-01-03 03:00:00,1272.964901
2024-01-03 03:15:00,1282.293636
2024-01-03 03:30:00,1280.636784
2024-01-03 03:45:00,1264.329736
2024-01-03 04:00:00,1285.754997
2024-01-03 04:15:00,1328.545418
2024-01-03 04:30:00,1376.393132
2024-01-03 04:45:00,1315.483447
2024-01-03 05:00:00,1275.969906
2024-01-03 05:15:00,1364.551123
2024-01-03 05:30:00,1366.640112
2024-01-03 05:45:00,1375.896118
2024-01-03 06:00:00,1329.663883
2024-01-03 06:15:00,1437.648307
2024-01-03 06:30:00,1499.190535
2024-01-03 06:45:00,1528.851758
2024-01-03 07:00:00,1519.162809
2024-01-03 07:15:00,1552.920044
2024-01-03 07:30:00,1616.520459
2024-01-03 07:45:00,1582.924854
2024-01-03 08:00:00,1565.924292
2024-01-03 08:15:00,1545.001839
2024-01-03 08:30:00,1610.032845
2024-01-03 08:45:00,1578.943197
2024-01-03 09:00:00,1535.892822
2024-01-03 09:15:00,1468.827157
2024-01-03 09:30:00,1495.854411
2024-01-03 09:45:00,1447.903011
2024-01-03 10:00:00,1461.944295
2024-01-03 10:15:00,1410.531706
2024-01-03 10:30:00,1365.544767
2024-01-03 10:45:00,1409.965161
2024-01-03 11:00:00,1431.162386
2024-01-03 11:15:00,1376.168604
2024-01-03 11:30:00,1430.0771
2024-01-03 11:45:00,1407.307389
2024-01-03 12:00:00,1384.027848
2024-01-03 12:15:00,1435.971379
2024-01-03 12:30:00,1417.195085
2024-01-03 12:45:00,1425.69401
2024-01-03 13:00:00,1323.162972
2024-01-03 13:15:00,1348.845207
2024-01-03 13:30:00,1354.611336
2024-01-03 13:45:00,1382.871004
2024-01-03 14:00:00,1298.219344
2024-01-03 14:15:00,1259.779289
2024-01-03 14:30:00,1299.494881
2024-01-03 14:45:00,1312.376074
2024-01-03 15:00:00,1353.632845
2024-01-03 15:15:00,1372.960807
2024-01-03 15:30:00,1386.896663
2024-01-03 15:45:00,1388.643742
2024-01-03 16:00:00,1400.839543
2024-01-03 16:15:00,1442.352922
2024-01-03 16:30:00,1475.473397
2024-01-03 16:45:00,1481.605802
2024-01-03 17:00:00,1512.801335
2024-01-03 17:15:00,1532.487703
2024-01-03 17:30:00,1541.507617
2024-01-03 17:45:00,1560.444124
2024-01-03 18:00:00,1583.009888
2024-01-03 18:15:00,1566.000741
2024-01-03 18:30:00,1570.792342
2024-01-03 18:45:00,1560.683781
2024-01-03 19:00:00,1510.703076
2024-01-03 19:15:00,1556.91001
2024-01-03 19:30:00,1584.962557
2024-01-03 19:45:00,1498.752002
2024-01-03 20:00:00,1445.657804
2024-01-03 20:15:00,1426.085124
2024-01-03 20:30:00,1416.331234
2024-01-03 20:45:00,1393.189022
2024-01-03 21:00:00,1365.932308
2024-01-03 21:15:00,1387.756584
2024-01-03 21:30:00,1352.814689
2024-01-03 21:45:00,1289.302384
2024-01-03 22:00:00,1304.921281
2024-01-03 22:15:00,1316.790902
2024-01-03 22:30:00,1342.891187
2024-01-03 22:45:00,1329.060685
2024-01-03 23:00:00,1290.2368
2024-01-03 23:15:00,1309.062744
2024-01-03 23:30:00,1382.27937
2024-01-03 23:45:00,1395.770483
2024-01-04 00:00:00,1307.623503
2024-01-04 00:15:00,1336.49279
2024-01-04 00:30:00,1300.10297
2024-01-04 00:45:00,1282.644303
2024-01-04 01:00:00,1240.663729
2024-01-04 01:15:00,1224.128556
2024-01-04 01:30:00,1278.740861
2024-01-04 01:45:00,1312.877954
2024-01-04 02:00:00,1313.172949
2024-01-04 02:15:00,1273.304207
2024-01-04 02:30:00,1325.124438
2024-01-04 02:45:00,1353.778752
2024-01-04 03:00:00,1301.101278
2024-01-04 03:15:00,1293.177132
2024-01-04 03:30:00,1371.206576
2024-01-04 03:45:00,1362.017114
2024-01-04 04:00:00,1322.196134
2024-01-04 04:15:00,1265.776961
2024-01-04 04:30:00,1302.881535
2024-01-04 04:45:00,1291.248698
2024-01-04 05:00:00,1264.210986
2024-01-04 05:15:00,1295.66735
2024-01-04 05:30:00,1411.02391
2024-01-04 05:45:00,1452.170109
2024-01-04 06:00:00,1458.96237
2024-01-04 06:15:00,1479.551107
2024-01-04 06:30:00,1560.445272
2024-01-04 06:45:00,1553.75988
2024-01-04 07:00:00,1602.566121
2024-01-04 07:15:00,1575.760726
2024-01-04 07:30:00,1665.867993
2024-01-04 07:45:00,1693.353459
2024-01-04 08:00:00,1661.848478
2024-01-04 08:15:00,1628.483431
2024-01-04 08:30:00,1626.861768
2024-01-04 08:45:00,1589.489453
2024-01-04 09:00:00,1591.08575
2024-01-04 09:15:00,1530.820939
2024-01-04 09:30:00,1494.051855
2024-01-04 09:45:00,1455.926286
2024-01-04 10:00:00,1547.968831
2024-01-04 10:15:00,1558.24694
2024-01-04 10:30:00,1513.864909
2024-01-04 10:45:00,1422.322656
2024-01-04 11:00:00,1401.624251
2024-01-04 11:15:00,1463.21486
2024-01-04 11:30:00,1383.891162
2024-01-04 11:45:00,1439.669808
2024-01-04 12:00:00,1407.008398
2024-01-04 12:15:00,1430.048446
2024-01-04 12:30:00,1405.392529
2024-01-04 12:45:00,1393.380941
2024-01-04 13:00:00,1416.928695
2024-01-04 13:15:00,1377.838151
2024-01-04 13:30:00,1372.465153
2024-01-04 13:45:00,1242.52592
2024-01-04 14:00:00,1224.146509
2024-01-04 14:15:00,1311.573413
2024-01-04 14:30:00,1300.609115
2024-01-04 14:45:00,1327.253451
2024-01-04 15:00:00,1303.199748
2024-01-04 15:15:00,1355.364974
2024-01-04 15:30:00,1432.667969
2024-01-04 15:45:00,1431.68658
2024-01-04 16:00:00,1393.449601
2024-01-04 16:15:00,1430.780591
2024-01-04 16:30:00,1446.455322
2024-01-04 16:45:00,1464.201554
2024-01-04 17:00:00,1503.758927
2024-01-04 17:15:00,1512.841113
2024-01-04 17:30:00,1477.89716
2024-01-04 17:45:00,1520.994401
2024-01-04 18:00:00,1537.018083
2024-01-04 18:15:00,1551.069596
2024-01-04 18:30:00,1539.535775
2024-01-04 18:45:00,1555.979549
2024-01-04 19:00:00,1549.334896
2024-01-04 19:15:00,1626.62063
2024-01-04 19:30:00,1414.66687
2024-01-04 19:45:00,1486.640511
2024-01-04 20:00:00,1434.825293
2024-01-04 20:15:00,1438.421387
2024-01-04 20:30:00,1420.088452
2024-01-04 20:45:00,1412.787199
2024-01-04 21:00:00,1436.911898
2024-01-04 21:15:00,1436.918058
2024-01-04 21:30:00,1456.929085
2024-01-04 21:45:00,1441.615381
2024-01-04 22:00:00,1358.54401
2024-01-04 22:15:00,1345.475765
2024-01-04 22:30:00,1351.87002
2024-01-04 22:45:00,1378.942049
2024-01-04 23:00:00,1344.401668
2024-01-04 23:15:00,1402.09576
2024-01-04 23:30:00,1379.203874
2024-01-04 23:45:00,1396.101546
2024-01-05 00:00:00,1336.391667
2024-01-05 00:15:00,1311.197469
2024-01-05 00:30:00,1343.10896
2024-01-05 00:45:00,1356.807707
2024-01-05 01:00:00,1399.021745
2024-01-05 01:15:00,1280.770915
2024-01-05 01:30:00,1278.130485
2024-01-05 01:45:00,1301.343026
2024-01-05 02:00:00,1323.814795
2024-01-05 02:15:00,1314.39825
2024-01-05 02:30:00,1328.342163
2024-01-05 02:45:00,1340.950659
2024-01-05 03:00:00,1356.009684
2024-01-05 03:15:00,1358.834578
2024-01-05 03:30:00,1372.800854
2024-01-05 03:45:00,1310.030257
2024-01-05 04:00:00,1330.337712
2024-01-05 04:15:00,1369.4948
2024-01-05 04:30:00,1397.59244
2024-01-05 04:45:00,1309.700008
2024-01-05 05:00:00,1363.272868
2024-01-05 05:15:00,1383.500277
2024-01-05 05:30:00,1440.958561
2024-01-05 05:45:00,1410.776847
2024-01-05 06:00:00,1446.301237
2024-01-05 06:15:00,1491.232308
2024-01-05 06:30:00,1603.428687
2024-01-05 06:45:00,1564.06276
2024-01-05 07:00:00,1558.624788
2024-01-05 07:15:00,1572.163184
2024-01-05 07:30:00,1576.788216
2024-01-05 07:45:00,1558.114355
2024-01-05 08:00:00,1620.002645
2024-01-05 08:15:00,1555.464315
2024-01-05 08:30:00,1463.765161
2024-01-05 08:45:00,1577.094385
2024-01-05 09:00:00,1532.734025
2024-01-05 09:15:00,1493.741699
2024-01-05 09:30:00,1494.851343
2024-01-05 09:45:00,1461.363249
2024-01-05 10:00:00,1528.52832
2024-01-05 10:15:00,1453.644523
2024-01-05 10:30:00,1423.851929
2024-01-05 10:45:00,1460.715731
2024-01-05 11:00:00,1515.987467
2024-01-05 11:15:00,1346.682992
2024-01-05 11:30:00,1400.631087
2024-01-05 11:45:00,1414.607983
2024-01-05 12:00:00,1355.469352
2024-01-05 12:15:00,1425.530599
2024-01-05 12:30:00,1371.483236
2024-01-05 12:45:00,1372.446313
2024-01-05 13:00:00,1382.590698
2024-01-05 13:15:00,1381.51416
2024-01-05 13:30:00,1378.726375
2024-01-05 13:45:00,1362.19891
2024-01-05 14:00:00,1326.284298
2024-01-05 14:15:00,1318.866943
2024-01-05 14:30:00,1338.302783
2024-01-05 14:45:00,1301.620483
2024-01-05 15:00:00,1368.195939
2024-01-05 15:15:00,1350.855745
2024-01-05 15:30:00,1420.858586
2024-01-05 15:45:00,1477.533252
2024-01-05 16:00:00,1504.649438
2024-01-05 16:15:00,1447.122388
2024-01-05 16:30:00,1441.002686
2024-01-05 16:45:00,1516.923722
2024-01-05 17:00:00,1571.033765
2024-01-05 17:15:00,1485.483016
2024-01-05 17:30:00,1513.619051
2024-01-05 17:45:00,1639.984717
2024-01-05 18:00:00,1672.500944
2024-01-05 18:15:00,1635.697518
2024-01-05 18:30:00,1590.367879
2024-01-05 18:45:00,1630.563794
2024-01-05 19:00:00,1651.15472
2024-01-05 19:15:00,1616.5882
2024-01-05 19:30:00,1527.673372
2024-01-05 19:45:00,1570.307406
2024-01-05 20:00:00,1578.792985
2024-01-05 20:15:00,1521.904484
2024-01-05 20:30:00,1470.799593
2024-01-05 20:45:00,1438.355216
2024-01-05 21:00:00,1517.552791
2024-01-05 21:15:00,1522.253735
2024-01-05 21:30:00,1480.138045
2024-01-05 21:45:00,1435.533626
2024-01-05 22:00:00,1433.499544
2024-01-05 22:15:00,1417.294995
2024-01-05 22:30:00,1437.35599
2024-01-05 22:45:00,1338.837606
2024-01-05 23:00:00,1400.838485
2024-01-05 23:15:00,1461.463542
2024-01-05 23:30:00,1458.118343
2024-01-05 23:45:00,1364.605998
2024-01-06 00:00:00,1326.091935
2024-01-06 00:15:00,1410.240365
2024-01-06 00:30:00,1439.042839
2024-01-06 00:45:00,1374.089315
2024-01-06 01:00:00,1297.422152
2024-01-06 01:15:00,1348.695516
2024-01-06 01:30:00,1441.129842
2024-01-06 01:45:00,1390.339738
2024-01-06 02:00:00,1317.168416
2024-01-06 02:15:00,1318.558114
2024-01-06 02:30:00,1416.952181
2024-01-06 02:45:00,1435.321916
2024-01-06 03:00:00,1331.947445
2024-01-06 03:15:00,1319.172274
2024-01-06 03:30:00,1395.098307
2024-01-06 03:45:00,1412.046444
2024-01-06 04:00:00,1319.328312
2024-01-06 04:15:00,1311.538875
2024-01-06 04:30:00,1338.355404
2024-01-06 04:45:00,1368.139714
2024-01-06 05:00:00,1388.771899
2024-01-06 05:15:00,1372.363672
2024-01-06 05:30:00,1449.088363
2024-01-06 05:45:00,1423.993197
2024-01-06 06:00:00,1431.479801
2024-01-06 06:15:00,1437.742106
2024-01-06 06:30:00,1545.845378
2024-01-06 06:45:00,1621.715161
2024-01-06 07:00:00,1594.920052
2024-01-06 07:15:00,1563.824666
2024-01-06 07:30:00,1576.100293
2024-01-06 07:45:00,1639.840698
2024-01-06 08:00:00,1594.59174
2024-01-06 08:15:00,1626.034578
2024-01-06 08:30:00,1553.657935
2024-01-06 08:45:00,1461.286548
2024-01-06 09:00:00,1434.656331
2024-01-06 09:15:00,1435.493978
2024-01-06 09:30:00,1498.133097
2024-01-06 09:45:00,1406.234229
2024-01-06 10:00:00,1379.988973
2024-01-06 10:15:00,1405.325789
2024-01-06 10:30:00,1437.533
2024-01-06 10:45:00,1432.072909
2024-01-06 11:00:00,1381.179338
2024-01-06 11:15:00,1311.363851
2024-01-06 11:30:00,1308.633667
2024-01-06 11:45:00,1406.206763
2024-01-06 12:00:00,1425.808382
2024-01-06 12:15:00,1322.564119
2024-01-06 12:30:00,1257.182153
2024-01-06 12:45:00,1307.703687
2024-01-06 13:00:00,1267.94716
2024-01-06 13:15:00,1282.299878
2024-01-06 13:30:00,1242.637671
2024-01-06 13:45:00,1250.714022
2024-01-06 14:00:00,1237.843872
2024-01-06 14:15:00,1224.118034
2024-01-06 14:30:00,1226.283846
2024-01-06 14:45:00,1250.692025
2024-01-06 15:00:00,1309.496729
2024-01-06 15:15:00,1308.735726
2024-01-06 15:30:00,1364.938208
2024-01-06 15:45:00,1476.491398
2024-01-06 16:00:00,1460.137923
2024-01-06 16:15:00,1388.694222
2024-01-06 16:30:00,1454.171615
2024-01-06 16:45:00,1419.37972
2024-01-06 17:00:00,1408.545451
2024-01-06 17:15:00,1395.652279
2024-01-06 17:30:00,1444.187541
2024-01-06 17:45:00,1496.801449
2024-01-06 18:00:00,1496.111507
2024-01-06 18:15:00,1483.465999
2024-01-06 18:30:00,1556.638281
2024-01-06 18:45:00,1594.45826
2024-01-06 19:00:00,1567.192204
2024-01-06 19:15:00,1501.117936
2024-01-06 19:30:00,1553.594181
2024-01-06 19:45:00,1504.181901
2024-01-06 20:00:00,1451.298193
2024-01-06 20:15:00,1431.135205
2024-01-06 20:30:00,1412.304622
2024-01-06 20:45:00,1429.254565
2024-01-06 21:00:00,1406.028646
2024-01-06 21:15:00,1455.670695
2024-01-06 21:30:00,1420.736296
2024-01-06 21:45:00,1413.24703
2024-01-06 22:00:00,1341.576359
2024-01-06 22:15:00,1330.774569
2024-01-06 22:30:00,1342.499089
2024-01-06 22:45:00,1347.019922
2024-01-06 23:00:00,1327.474259
2024-01-06 23:15:00,1350.540869
2024-01-06 23:30:00,1374.89388
2024-01-06 23:45:00,1294.175285
2024-01-07 00:00:00,1376.338346
2024-01-07 00:15:00,1397.489535
2024-01-07 00:30:00,1374.093009
2024-01-07 00:45:00,1331.223836
2024-01-07 01:00:00,1320.154533
2024-01-07 01:15:00,1311.228687
2024-01-07 01:30:00,1306.330396
2024-01-07 01:45:00,1355.708545
2024-01-07 02:00:00,1304.755273
2024-01-07 02:15:00,1296.838151
2024-01-07 02:30:00,1289.997005
2024-01-07 02:45:00,1324.089461
2024-01-07 03:00:00,1322.110791
2024-01-07 03:15:00,1328.015584
2024-01-07 03:30:00,1329.192008
2024-01-07 03:45:00,1342.03505
2024-01-07 04:00:00,1327.507259
2024-01-07 04:15:00,1269.133089
2024-01-07 04:30:00,1307.620247
2024-01-07 04:45:00,1338.461247
2024-01-07 05:00:00,1324.021362
2024-01-07 05:15:00,1381.164819
2024-01-07 05:30:00,1358.128621
2024-01-07 05:45:00,1364.114608
2024-01-07 06:00:00,1374.171297
2024-01-07 06:15:00,1495.065389
2024-01-07 06:30:00,1549.261133
2024-01-07 06:45:00,1536.84943
2024-01-07 07:00:00,1548.333944
2024-01-07 07:15:00,1581.339046
2024-01-07 07:30:00,1644.910433
2024-01-07 07:45:00,1561.149178
2024-01-07 08:00:00,1501.075977
2024-01-07 08:15:00,1540.343213
2024-01-07 08:30:00,1496.618652
2024-01-07 08:45:00,1491.142554
2024-01-07 09:00:00,1497.317367
2024-01-07 09:15:00,1488.464941
2024-01-07 09:30:00,1464.096265
2024-01-07 09:45:00,1425.144572
2024-01-07 10:00:00,1429.210327
2024-01-07 10:15:00,1355.361532
2024-01-07 10:30:00,1341.385107
2024-01-07 10:45:00,1371.135091
2024-01-07 11:00:00,1442.652173
2024-01-07 11:15:00,1426.564087
2024-01-07 11:30:00,1503.153597
2024-01-07 11:45:00,1430.222518
2024-01-07 12:00:00,1471.721525
2024-01-07 12:15:00,1455.418815
2024-01-07 12:30:00,1488.573674
2024-01-07 12:45:00,1408.549487
2024-01-07 13:00:00,1422.362573
2024-01-07 13:15:00,1379.601587
2024-01-07 13:30:00,1346.866089
2024-01-07 13:45:00,1286.28278
2024-01-07 14:00:00,1241.516691
2024-01-07 14:15:00,1215.85127
2024-01-07 14:30:00,1243.177165
2024-01-07 14:45:00,1328.076758
2024-01-07 15:00:00,1311.542342
2024-01-07 15:15:00,1301.999235
2024-01-07 15:30:00,1391.213371
2024-01-07 15:45:00,1416.940316
2024-01-07 16:00:00,1512.075399
2024-01-07 16:15:00,1447.44467
2024-01-07 16:30:00,1504.305672
2024-01-07 16:45:00,1479.838143
2024-01-07 17:00:00,1499.877222
2024-01-07 17:15:00,1447.864518
2024-01-07 17:30:00,1554.632861
2024-01-07 17:45:00,1508.797046
2024-01-07 18:00:00,1547.702612
2024-01-07 18:15:00,1522.538818
2024-01-07 18:30:00,1548.377116
2024-01-07 18:45:00,1581.252458
2024-01-07 19:00:00,1558.175765
2024-01-07 19:15:00,1499.884465
2024-01-07 19:30:00,1490.849585
2024-01-07 19:45:00,1491.867586
2024-01-07 20:00:00,1470.054484
2024-01-07 20:15:00,1465.434326
2024-01-07 20:30:00,1504.746777
2024-01-07 20:45:00,1441.838257
2024-01-07 21:00:00,1425.363354
2024-01-07 21:15:00,1515.602433
2024-01-07 21:30:00,1523.950033
2024-01-07 21:45:00,1421.389494
2024-01-07 22:00:00,1354.009318
2024-01-07 22:15:00,1364.376945
2024-01-07 22:30:00,1434.425244
2024-01-07 22:45:00,1329.931909
2024-01-07 23:00:00,1304.315161
2024-01-07 23:15:00,1310.230493
2024-01-07 23:30:00,1423.319401
2024-01-07 23:45:00,1338.623177
2024-01-08 00:00:00,1255.025911
2024-01-08 00:15:00,1254.212866
2024-01-08 00:30:00,1352.511816
2024-01-08 00:45:00,1359.704077
2024-01-08 01:00:00,1311.503345
2024-01-08 01:15:00,1241.861475
2024-01-08 01:30:00,1318.12041
2024-01-08 01:45:00,1377.709945
2024-01-08 02:00:00,1309.124097
2024-01-08 02:15:00,1267.865568
2024-01-08 02:30:00,1300.180794
2024-01-08 02:45:00,1323.375846
2024-01-08 03:00:00,1325.900285
2024-01-08 03:15:00,1292.766821
2024-01-08 03:30:00,1216.088599
2024-01-08 03:45:00,1276.478076
2024-01-08 04:00:00,1274.213436
2024-01-08 04:15:00,1280.006169
2024-01-08 04:30:00,1231.064372
2024-01-08 04:45:00,1269.431966
2024-01-08 05:00:00,1289.872632
2024-01-08 05:15:00,1313.149178
2024-01-08 05:30:00,1311.866667
2024-01-08 05:45:00,1327.890112
2024-01-08 06:00:00,1337.447005
2024-01-08 06:15:00,1342.670841
2024-01-08 06:30:00,1411.942643
2024-01-08 06:45:00,1454.835286
2024-01-08 07:00:00,1491.177531
2024-01-08 07:15:00,1495.952026
2024-01-08 07:30:00,1534.253385
2024-01-08 07:45:00,1534.642521
2024-01-08 08:00:00,1519.801937
2024-01-08 08:15:00,1533.830021
2024-01-08 08:30:00,1496.988314
2024-01-08 08:45:00,1472.321175
2024-01-08 09:00:00,1472.918888
2024-01-08 09:15:00,1483.482593
2024-01-08 09:30:00,1465.439469
2024-01-08 09:45:00,1417.022835
2024-01-08 10:00:00,1434.458765
2024-01-08 10:15:00,1397.391406
2024-01-08 10:30:00,1360.810506
2024-01-08 10:45:00,1335.697803
2024-01-08 11:00:00,1345.731706
2024-01-08 11:15:00,1310.613672
2024-01-08 11:30:00,1311.65638
2024-01-08 11:45:00,1314.369857
2024-01-08 12:00:00,1315.235775
2024-01-08 12:15:00,1310.641089
2024-01-08 12:30:00,1302.275423
2024-01-08 12:45:00,1306.321696
2024-01-08 13:00:00,1319.979256
2024-01-08 13:15:00,1265.114054
2024-01-08 13:30:00,1230.768132
2024-01-08 13:45:00,1182.187524
2024-01-08 14:00:00,1162.184823
2024-01-08 14:15:00,1182.797445
2024-01-08 14:30:00,1201.802913
2024-01-08 14:45:00,1254.847892
2024-01-08 15:00:00,1261.680599
2024-01-08 15:15:00,1239.201408
2024-01-08 15:30:00,1328.119344
2024-01-08 15:45:00,1321.707284
